3.500000000000000000e+04,6.190959440000000313e+02
3.500005000000000291e+04,6.186882679999999937e+02
3.500009999999999854e+04,6.190278670000000147e+02
3.500015000000000146e+04,6.197454979999999978e+02
3.500020000000000437e+04,6.202248939999999493e+02
3.500025000000000000e+04,6.201872690000000148e+02
3.500030000000000291e+04,6.203686440000000175e+02
3.500034999999999854e+04,6.207428670000000466e+02
3.500040000000000146e+04,6.206232320000000300e+02
3.500045000000000437e+04,6.206264740000000302e+02
3.500050000000000000e+04,6.211102680000000191e+02
3.500055000000000291e+04,6.213514949999999999e+02
3.500059999999999854e+04,6.212333409999999958e+02
3.500065000000000146e+04,6.213277880000000550e+02
3.500070000000000437e+04,6.213502439999999751e+02
3.500075000000000000e+04,6.218493039999999610e+02
3.500080000000000291e+04,6.218133050000000139e+02
3.500084999999999854e+04,6.223847640000000183e+02
3.500090000000000146e+04,6.219783559999999625e+02
3.500095000000000437e+04,6.223606829999999945e+02
3.500100000000000000e+04,6.226634209999999712e+02
3.500105000000000291e+04,6.225669199999999819e+02
3.500109999999999854e+04,6.226700120000000425e+02
3.500115000000000146e+04,6.227565899999999601e+02
3.500120000000000437e+04,6.228355719999999565e+02
3.500125000000000000e+04,6.231250300000000379e+02
3.500130000000000291e+04,6.233129470000000083e+02
3.500134999999999854e+04,6.234519860000000335e+02
3.500140000000000146e+04,6.233497889999999870e+02
3.500145000000000437e+04,6.236388180000000148e+02
3.500150000000000000e+04,6.236754089999999451e+02
3.500155000000000291e+04,6.240250710000000254e+02
3.500159999999999854e+04,6.242428230000000440e+02
3.500165000000000146e+04,6.238185290000000123e+02
3.500170000000000437e+04,6.237236820000000534e+02
3.500175000000000000e+04,6.241819219999999859e+02
3.500180000000000291e+04,6.242623810000000049e+02
3.500184999999999854e+04,6.244175830000000360e+02
3.500190000000000146e+04,6.243252479999999878e+02
3.500195000000000437e+04,6.246064720000000534e+02
3.500200000000000000e+04,6.248856110000000399e+02
3.500205000000000291e+04,6.248327900000000454e+02
3.500209999999999854e+04,6.247665819999999712e+02
3.500215000000000146e+04,6.249270970000000034e+02
3.500220000000000437e+04,6.249002769999999600e+02
3.500225000000000000e+04,6.252424300000000130e+02
3.500230000000000291e+04,6.254658670000000029e+02
3.500234999999999854e+04,6.257146629999999732e+02
3.500240000000000146e+04,6.256965989999999920e+02
3.500245000000000437e+04,6.257494769999999562e+02
3.500250000000000000e+04,6.254180710000000545e+02
3.500255000000000291e+04,6.260987169999999651e+02
3.500259999999999854e+04,6.258653789999999617e+02
3.500265000000000146e+04,6.260436730000000125e+02
3.500270000000000437e+04,6.260752740000000358e+02
3.500275000000000000e+04,6.259201020000000426e+02
3.500280000000000291e+04,6.260285470000000032e+02
3.500284999999999854e+04,6.265459959999999455e+02
3.500290000000000146e+04,6.264225079999999934e+02
3.500295000000000437e+04,6.266704509999999573e+02
3.500300000000000000e+04,6.265199949999999944e+02
3.500305000000000291e+04,6.264256229999999732e+02
3.500309999999999854e+04,6.263410390000000234e+02
3.500315000000000146e+04,6.268687629999999444e+02
3.500320000000000437e+04,6.263336430000000519e+02
3.500325000000000000e+04,6.265541490000000522e+02
3.500330000000000291e+04,6.268104889999999614e+02
3.500334999999999854e+04,6.270050479999999880e+02
3.500340000000000146e+04,6.268558130000000119e+02
3.500345000000000437e+04,6.266450529999999617e+02
3.500350000000000000e+04,6.269820009999999684e+02
3.500355000000000291e+04,6.269033369999999650e+02
3.500359999999999854e+04,6.268267009999999573e+02
3.500365000000000146e+04,6.270225199999999859e+02
3.500370000000000437e+04,6.264806069999999636e+02
3.500375000000000000e+04,6.264670220000000427e+02
3.500380000000000291e+04,6.269821269999999913e+02
3.500384999999999854e+04,6.269902739999999994e+02
3.500390000000000146e+04,6.267850879999999734e+02
3.500395000000000437e+04,6.270053850000000466e+02
3.500400000000000000e+04,6.270986360000000559e+02
3.500405000000000291e+04,6.268155010000000402e+02
3.500409999999999854e+04,6.269795669999999745e+02
3.500415000000000146e+04,6.273064839999999549e+02
3.500420000000000437e+04,6.271158850000000484e+02
3.500425000000000000e+04,6.269628139999999803e+02
3.500430000000000291e+04,6.271570289999999659e+02
3.500434999999999854e+04,6.269687340000000404e+02
3.500440000000000146e+04,6.269197189999999864e+02
3.500445000000000437e+04,6.267881270000000313e+02
3.500450000000000000e+04,6.270398149999999760e+02
3.500455000000000291e+04,6.267813999999999623e+02
3.500459999999999854e+04,6.266237670000000435e+02
