-1.841115951538085938e-02,4.068834925017919772e+02,0.000000000000000000e+00
1.588821411132812500e-03,4.067226724839023291e+02,0.000000000000000000e+00
2.158880233764648438e-02,4.067422091399995452e+02,0.000000000000000000e+00
4.158878326416015625e-02,4.063280002481465090e+02,0.000000000000000000e+00
6.158876419067382812e-02,4.065287640765448600e+02,0.000000000000000000e+00
8.158874511718750000e-02,4.068222734178227142e+02,0.000000000000000000e+00
1.015887260437011719e-01,4.066264262846070778e+02,0.000000000000000000e+00
1.215887069702148438e-01,4.066320600063838810e+02,0.000000000000000000e+00
1.415886878967285156e-01,4.062486641419335456e+02,0.000000000000000000e+00
1.615886688232421875e-01,4.065125879250622916e+02,0.000000000000000000e+00
1.815886497497558594e-01,4.067580151979282164e+02,0.000000000000000000e+00
2.015891075134277344e-01,4.066173590203342201e+02,0.000000000000000000e+00
2.215890884399414062e-01,4.066301873210979352e+02,0.000000000000000000e+00
2.415890693664550781e-01,4.061787056637843421e+02,0.000000000000000000e+00
2.615890502929687500e-01,4.064551225495493441e+02,0.000000000000000000e+00
2.815890312194824219e-01,4.066052470807963459e+02,0.000000000000000000e+00
3.015890121459960938e-01,4.065500027988264264e+02,0.000000000000000000e+00
3.215889930725097656e-01,4.065545150447572951e+02,0.000000000000000000e+00
3.415889739990234375e-01,4.060741874912283720e+02,0.000000000000000000e+00
3.615889549255371094e-01,4.064127486935599336e+02,0.000000000000000000e+00
3.815889358520507812e-01,4.065882731761764148e+02,0.000000000000000000e+00
4.015889167785644531e-01,4.064801960087703492e+02,0.000000000000000000e+00
4.215888977050781250e-01,4.065358347891958601e+02,0.000000000000000000e+00
4.415888786315917969e-01,4.060555866643573495e+02,0.000000000000000000e+00
4.615888595581054688e-01,4.064539474959517520e+02,0.000000000000000000e+00
4.815888404846191406e-01,4.065451758227503660e+02,0.000000000000000000e+00
5.015888214111328125e-01,4.065558083583225084e+02,0.000000000000000000e+00
5.215888023376464844e-01,4.066038715001733976e+02,0.000000000000000000e+00
5.415887832641601562e-01,4.061156620466081222e+02,0.000000000000000000e+00
5.615887641906738281e-01,4.064997992888356180e+02,0.000000000000000000e+00
5.815887451171875000e-01,4.065566057741063446e+02,0.000000000000000000e+00
6.015887260437011719e-01,4.066607946277722476e+02,0.000000000000000000e+00
6.215887069702148438e-01,4.067566481835148124e+02,0.000000000000000000e+00
6.415886878967285156e-01,4.062455421177587027e+02,0.000000000000000000e+00
6.615886688232421875e-01,4.066372107077058331e+02,0.000000000000000000e+00
6.815886497497558594e-01,4.066501060367580180e+02,0.000000000000000000e+00
7.015891075134277344e-01,4.066615147816754643e+02,0.000000000000000000e+00
7.215890884399414062e-01,4.066809026380719843e+02,0.000000000000000000e+00
7.415890693664550781e-01,4.061413147214499872e+02,0.000000000000000000e+00
7.615890502929687500e-01,4.064679937904930398e+02,0.000000000000000000e+00
7.815890312194824219e-01,4.063811457088191901e+02,0.000000000000000000e+00
8.015890121459960938e-01,4.064657731873476223e+02,0.000000000000000000e+00
8.215889930725097656e-01,4.066959884117661659e+02,0.000000000000000000e+00
8.415889739990234375e-01,4.060689998436842529e+02,0.000000000000000000e+00
8.615889549255371094e-01,4.063915383624484434e+02,0.000000000000000000e+00
8.815889358520507812e-01,4.062857397910171926e+02,0.000000000000000000e+00
9.015889167785644531e-01,4.064971406343620970e+02,0.000000000000000000e+00
9.215888977050781250e-01,4.065285977388450078e+02,0.000000000000000000e+00
9.415888786315917969e-01,4.060853030562643653e+02,0.000000000000000000e+00
9.615888595581054688e-01,4.064342360182944844e+02,0.000000000000000000e+00
9.815888404846191406e-01,4.064046695104377136e+02,0.000000000000000000e+00
1.001588821411132812e+00,4.065447109964563879e+02,0.000000000000000000e+00
1.021588802337646484e+00,4.065781779793598503e+02,0.000000000000000000e+00
