-5.941867828369140625e-03,5.000222015380859375e+01
1.405811309814453125e-02,5.001694107055664062e+01
3.405809402465820312e-02,5.001668548583984375e+01
5.405807495117187500e-02,4.999883651733398438e+01
7.405805587768554688e-02,5.000341415405273438e+01
9.405803680419921875e-02,5.001812362670898438e+01
1.140580177307128906e-01,5.001529693603515625e+01
1.340579986572265625e-01,5.000188827514648438e+01
1.540579795837402344e-01,5.000268554687500000e+01
1.740579605102539062e-01,5.001959609985351562e+01
1.940579414367675781e-01,5.001276779174804688e+01
2.140583992004394531e-01,5.000086212158203125e+01
2.340583801269531250e-01,5.000361633300781250e+01
2.540583610534667969e-01,5.001207733154296875e+01
2.740583419799804688e-01,5.001648330688476562e+01
2.940583229064941406e-01,5.000184631347656250e+01
3.140583038330078125e-01,4.999925994873046875e+01
3.340582847595214844e-01,5.001763534545898438e+01
3.540582656860351562e-01,5.001838684082031250e+01
3.740582466125488281e-01,5.000265502929687500e+01
3.940582275390625000e-01,5.000432586669921875e+01
4.140582084655761719e-01,5.001580429077148438e+01
4.340581893920898438e-01,5.001741409301757812e+01
4.540581703186035156e-01,5.000031661987304688e+01
4.740581512451171875e-01,5.000205230712890625e+01
4.940581321716308594e-01,5.001525878906250000e+01
5.140581130981445312e-01,5.001733779907226562e+01
5.340580940246582031e-01,4.999974441528320312e+01
5.540580749511718750e-01,5.000302505493164062e+01
5.740580558776855469e-01,5.001416015625000000e+01
5.940580368041992188e-01,5.001813888549804688e+01
6.140580177307128906e-01,4.999991607666015625e+01
6.340579986572265625e-01,5.000372314453125000e+01
6.540579795837402344e-01,5.001624679565429688e+01
6.740579605102539062e-01,5.002017593383789062e+01
6.940579414367675781e-01,5.000221633911132812e+01
7.140583992004394531e-01,5.000138854980468750e+01
7.340583801269531250e-01,5.001637268066406250e+01
7.540583610534667969e-01,5.001654434204101562e+01
7.740583419799804688e-01,5.000084686279296875e+01
7.940583229064941406e-01,4.999999237060546875e+01
8.140583038330078125e-01,5.001344680786132812e+01
8.340582847595214844e-01,5.001861953735351562e+01
8.540582656860351562e-01,5.000179672241210938e+01
8.740582466125488281e-01,5.000194549560546875e+01
8.940582275390625000e-01,5.001511764526367188e+01
9.140582084655761719e-01,5.001863861083984375e+01
9.340581893920898438e-01,5.000213241577148438e+01
9.540581703186035156e-01,4.999887084960937500e+01
9.740581512451171875e-01,5.001935958862304688e+01
9.940581321716308594e-01,5.001786804199218750e+01
1.014058113098144531e+00,5.000113296508789062e+01
1.034058094024658203e+00,5.000331497192382812e+01
1.054058074951171875e+00,5.001673507690429688e+01
1.074058055877685547e+00,5.002039337158203125e+01
1.094058036804199219e+00,5.000263977050781250e+01
1.114058017730712891e+00,5.000120544433593750e+01
1.134057998657226562e+00,5.001289367675781250e+01
1.154057979583740234e+00,5.001861190795898438e+01
1.174057960510253906e+00,5.000051879882812500e+01
1.194057941436767578e+00,5.000123977661132812e+01
1.214058399200439453e+00,5.001126861572265625e+01
1.234058380126953125e+00,5.002049636840820312e+01
1.254058361053466797e+00,5.000091552734375000e+01
1.274058341979980469e+00,5.000363159179687500e+01
1.294058322906494141e+00,5.001528930664062500e+01
1.314058303833007812e+00,5.001919937133789062e+01
1.334058284759521484e+00,5.000208282470703125e+01
1.354058265686035156e+00,5.000398254394531250e+01
1.374058246612548828e+00,5.001462936401367188e+01
1.394058227539062500e+00,5.001631164550781250e+01
1.414058208465576172e+00,5.000279235839843750e+01
1.434058189392089844e+00,5.000322723388671875e+01
1.454058170318603516e+00,5.001481628417968750e+01
1.474058151245117188e+00,5.001821517944335938e+01
1.494058132171630859e+00,5.000140380859375000e+01
1.514058113098144531e+00,5.000134277343750000e+01
1.534058094024658203e+00,5.001528549194335938e+01
1.554058074951171875e+00,5.001989364624023438e+01
1.574058055877685547e+00,5.000072097778320312e+01
1.594058036804199219e+00,5.000276184082031250e+01
1.614058017730712891e+00,5.001463317871093750e+01
1.634057998657226562e+00,5.001952743530273438e+01
1.654057979583740234e+00,5.000139617919921875e+01
1.674057960510253906e+00,5.000347137451171875e+01
1.694057941436767578e+00,5.001563644409179688e+01
1.714058399200439453e+00,5.001962280273437500e+01
1.734058380126953125e+00,5.000188064575195312e+01
1.754058361053466797e+00,5.000461578369140625e+01
1.774058341979980469e+00,5.001539230346679688e+01
1.794058322906494141e+00,5.001873016357421875e+01
1.814058303833007812e+00,5.000219345092773438e+01
1.834058284759521484e+00,5.000342178344726562e+01
1.854058265686035156e+00,5.001462936401367188e+01
1.874058246612548828e+00,5.002706909179687500e+01
1.894058227539062500e+00,5.000162124633789062e+01
1.914058208465576172e+00,4.999885559082031250e+01
1.934058189392089844e+00,5.001752853393554688e+01
1.954058170318603516e+00,5.001915740966796875e+01
1.974058151245117188e+00,5.000296020507812500e+01
1.994058132171630859e+00,5.000296783447265625e+01
2.014058113098144531e+00,5.001268386840820312e+01
2.034058094024658203e+00,5.001978302001953125e+01
2.054058074951171875e+00,5.000403594970703125e+01
2.074058055877685547e+00,5.000208663940429688e+01
2.094058036804199219e+00,5.001395797729492188e+01
2.114058017730712891e+00,5.001802825927734375e+01
2.134057998657226562e+00,5.000213241577148438e+01
2.154057979583740234e+00,5.000144577026367188e+01
2.174057960510253906e+00,5.001524734497070312e+01
2.194057941436767578e+00,5.002223205566406250e+01
2.214058399200439453e+00,5.000172805786132812e+01
2.234058380126953125e+00,5.000217437744140625e+01
2.254058361053466797e+00,5.001214599609375000e+01
2.274058341979980469e+00,5.001957321166992188e+01
2.294058322906494141e+00,5.000299835205078125e+01
2.314058303833007812e+00,5.000104141235351562e+01
2.334058284759521484e+00,5.001392364501953125e+01
2.354058265686035156e+00,5.001667404174804688e+01
2.374058246612548828e+00,5.000112152099609375e+01
2.394058227539062500e+00,5.000167083740234375e+01
2.414058208465576172e+00,5.001228713989257812e+01
2.434058189392089844e+00,5.002224349975585938e+01
2.454058170318603516e+00,5.000079345703125000e+01
2.474058151245117188e+00,4.999922180175781250e+01
